"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL254328";"ABIRATERONE";"ABIRATERONE|CB 7598|CB-7598|NSC-741232|ZYTIGA";"Small molecule";"4";"349.52";"40";"150";"5.40";"33.12";"2";"1";"1";"1";"N";"0.69";"None";"4.81";"3.97";"3.96";"1";"MOL";"0";"26";"2";"1";"1";"349.2406";"NEUTRAL";"C24H31NO";"C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1";"GZOSMCIZMLWJML-VJLLXTKPSA-N"
"CHEMBL471411";"";"";"Small molecule";"0";"308.41";"7";"16";"4.68";"41.99";"3";"1";"0";"3";"N";"0.76";"11.82";"None";"5.47";"5.47";"3";"MOL";"-1";"22";"3";"1";"0";"308.0983";"NEUTRAL";"C18H16N2OS";"Cc1ccc(-c2csc(NC(=O)c3ccccc3)n2)c(C)c1";"JPMOKRWIYQGMJL-UHFFFAOYSA-N"
"CHEMBL1546414";"";"";"Small molecule";"0";"455.94";"40";"48";"5.70";"70.75";"5";"1";"1";"5";"N";"0.39";"2.94";"None";"5.58";"2.10";"3";"MOL";"-1";"30";"5";"1";"1";"455.0053";"ACID";"C22H14ClNO4S2";"O=C(O)c1cc(-c2ccc(/C=C3/SC(=S)N(Cc4ccccc4)C3=O)o2)ccc1Cl";"WOBPZFKXPCYOLU-YBFXNURJSA-N"
"CHEMBL312311";"PAROXYPROPIONE";"B-360|H 365|H-365|NSC-2834|P-HYDROXYPROPIOPHENONE|PAROXYPROPIONE|Paroxypropione";"Small molecule";"0";"150.18";"23";"68";"1.98";"37.30";"2";"1";"0";"2";"Y";"0.65";"7.78";"None";"1.93";"1.78";"1";"MOL";"0";"11";"2";"1";"0";"150.0681";"NEUTRAL";"C9H10O2";"CCC(=O)c1ccc(O)cc1";"RARSHUDCJQSEFJ-UHFFFAOYSA-N"
"CHEMBL88402";"RS-102,221";"RS-102221";"Small molecule";"0";"612.63";"16";"30";"3.55";"143.14";"8";"3";"1";"11";"N";"0.20";"7.09";"8.31";"0.86";"0.76";"2";"MOL";"-1";"42";"11";"3";"2";"612.1866";"NEUTRAL";"C27H31F3N4O7S";"COc1cc(OC)c(C(=O)CCCCN2CCC3(CC2)NC(=O)NC3=O)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1";"HZZZZODVDSHQRG-UHFFFAOYSA-N"
"CHEMBL513390";"ZILPATEROL HYDROCHLORIDE";"Zilpaterol hydrochloride";"Small molecule";"0";"297.79";"3";"13";"1.13";"70.05";"4";"3";"0";"2";"N";"0.76";"12.80";"9.14";"0.84";"-0.89";"2";"MOL";"-1";"19";"5";"3";"0";"261.1477";"BASE";"C14H20ClN3O2";"CC(C)N[C@@H]1CCn2c(=O)[nH]c3cccc(c32)[C@H]1O.Cl";"GIEFXLLRTJNFGT-LOCPCMAASA-N"
"CHEMBL262103";"";"";"Small molecule";"0";"397.47";"9";"26";"-0.03";"117.34";"6";"2";"0";"9";"N";"0.42";"12.20";"None";"0.31";"0.31";"0";"MOL";"-1";"28";"9";"2";"0";"397.2213";"NEUTRAL";"C19H31N3O6";"CCCNC(=O)[C@H]1O[C@@H]1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)OC)[C@@H](C)CC";"XGWSRLSPWIEMLQ-YTFOTSKYSA-N"
"CHEMBL1201154";"PROCHLORPERAZINE EDISYLATE";"Compazine|NSC-757299|PROCHLORPERAZINE EDISILATE|PROCHLORPERAZINE EDISYLATE|PROCHLORPERAZINE EDISYLATE SALT|PROCHLORPERAZINE ETHANEDISULFONATE";"Small molecule";"4";"564.15";"36";"63";"4.58";"9.72";"4";"0";"0";"4";"N";"0.78";"None";"7.99";"4.38";"3.69";"2";"MOL";"0";"25";"3";"0";"0";"373.1379";"NEUTRAL";"C22H30ClN3O6S3";"CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=S(=O)(O)CCS(=O)(=O)O";"SWOUGRBFXFILIB-UHFFFAOYSA-N"
"CHEMBL572";"NITROFURANTOIN";"BERKFURIN|CEDURAN|Dantafur|FURALAN|Furadantin|GENFURA|Ivadantin|MACROBID|Macrodantin|NITROFURANTOIN|NITROFURANTOIN (MONOHYDRATE/MACROCRYSTALS)|NITROFURANTOIN ANHYDROUS|NITROFURANTOIN MACROCRYSTAL|NITROFURANTOIN MACROCRYSTALLINE|NITROFURANTOIN, MACROCRYSTALLINE|NITROFURANTOIN, MACROCRYSTALS|NITROFURANTOINUM ANHYDROUS|NSC-2107|NSC-44150|Nitrofurantoin";"Small molecule";"4";"238.16";"216";"3180";"0.07";"118.05";"6";"1";"0";"3";"N";"0.35";"8.23";"None";"-0.22";"-0.28";"1";"MOL";"0";"17";"9";"1";"0";"238.0338";"NEUTRAL";"C8H6N4O5";"O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1";"NXFQHRVNIOXGAQ-YCRREMRBSA-N"
"CHEMBL489156";"";"";"Small molecule";"0";"311.34";"44";"78";"3.21";"56.79";"4";"1";"0";"4";"N";"0.88";"11.31";"None";"2.79";"2.79";"2";"MOL";"-1";"23";"5";"1";"0";"311.1158";"NEUTRAL";"C18H17NO4";"COc1cc(OC)c(/C=C2/C(=O)Nc3ccccc32)c(OC)c1";"JBJYTZXCZDNOJW-JLHYYAGUSA-N"
"CHEMBL479014";"";"";"Small molecule";"0";"242.03";"34";"66";"2.23";"71.82";"3";"1";"0";"1";"N";"0.62";"7.95";"None";"2.21";"2.11";"2";"MOL";"-1";"13";"5";"1";"0";"240.9487";"NEUTRAL";"C7H4BrN3O2";"O=[N+]([O-])c1cccc2c(Br)n[nH]c12";"NFSTZPMYAZRZPC-UHFFFAOYSA-N"
"CHEMBL709";"ALFUZOSIN";"ALFUZOSIN|Alfuzosin|NSC-760065|Uroxatral";"Small molecule";"4";"389.46";"44";"124";"1.35";"111.83";"8";"2";"0";"8";"N";"0.65";"None";"7.30";"1.19";"0.94";"2";"MOL";"0";"28";"9";"3";"0";"389.2063";"NEUTRAL";"C19H27N5O4";"COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC";"WNMJYKCGWZFFKR-UHFFFAOYSA-N"
"CHEMBL34431";"CILOSTAMIDE";"CILOSTAMIDE|Cilostamide|OPC-3689";"Small molecule";"0";"342.44";"138";"389";"3.89";"62.66";"4";"1";"0";"6";"N";"0.81";"12.15";"1.95";"3.71";"3.71";"2";"MOL";"0";"25";"5";"1";"0";"342.1943";"NEUTRAL";"C20H26N2O3";"CN(C(=O)CCCOc1ccc2nc(O)ccc2c1)C1CCCCC1";"UIAYVIIHMORPSJ-UHFFFAOYSA-N"
"CHEMBL21536";"XANOMELINE";"LY-246708|LY-246708 FREE BASE|LY246708|XANOMELINE";"Small molecule";"3";"281.43";"19";"158";"3.22";"38.25";"5";"0";"0";"7";"N";"0.72";"None";"6.70";"3.77";"3.69";"1";"MOL";"0";"19";"4";"0";"0";"281.1562";"NEUTRAL";"C14H23N3OS";"CCCCCCOc1nsnc1C1=CCCN(C)C1";"JOLJIIDDOBNFHW-UHFFFAOYSA-N"
"CHEMBL274239";"TIARAMIDE";"RHC 2592A|RHC-2592A|TIALAMIDE|TIARAMIDE";"Small molecule";"0";"355.85";"7";"54";"0.85";"65.78";"6";"1";"0";"4";"N";"0.88";"None";"6.84";"0.73";"0.63";"2";"MOL";"0";"23";"6";"1";"0";"355.0757";"NEUTRAL";"C15H18ClN3O3S";"O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1";"HTJXMOGUGMSZOG-UHFFFAOYSA-N"
"CHEMBL1650951";"";"";"Small molecule";"0";"526.52";"19";"49";"3.17";"105.74";"5";"3";"1";"4";"N";"0.45";"9.87";"2.28";"3.04";"3.04";"3";"MOL";"-1";"38";"8";"3";"1";"526.1828";"NEUTRAL";"C27H25F3N4O4";"CC(C)(O)C(=O)N1CCN(c2ccc(C(F)(F)F)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c2)CC1";"CLGRAWDGLMENOD-UHFFFAOYSA-N"
"CHEMBL264374";"BEZAFIBRATE";"BEZAFIBRATE|BEZAGEN XL|BEZALIP|BEZALIP-MONO|BEZATOL SR|BM 15.075|BM-15.075|BM-15075|FIBRAZATE XL|LIPAROL XL|NSC-758174|ZIMBACOL XL";"Small molecule";"4";"361.83";"143";"1641";"3.55";"75.63";"3";"2";"0";"7";"N";"0.79";"3.83";"None";"3.99";"0.74";"2";"MOL";"0";"25";"5";"2";"0";"361.1081";"ACID";"C19H20ClNO4";"CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O";"IIBYAHWJQTYFKB-UHFFFAOYSA-N"
"CHEMBL48449";"CANTHARIDIN";"CANTARIDINA|CANTHARIDES CAMPHOR|CANTHARIDIN|CANTHARIDINE|CANTHARIDINUM|NSC-61805";"Small molecule";"4";"196.20";"198";"452";"0.64";"52.60";"4";"0";"0";"0";"N";"0.42";"None";"None";"1.06";"1.06";"0";"MOL";"0";"14";"4";"0";"0";"196.0736";"NEUTRAL";"C10H12O4";"C[C@]12C(=O)OC(=O)[C@@]1(C)[C@@H]1CC[C@H]2O1";"DHZBEENLJMYSHQ-XCVPVQRUSA-N"
"CHEMBL1908376";"SEOCALCITOL";"CB-1089|EB-1089|SEOCALCITOL|seocalcitol";"Small molecule";"3";"454.70";"9";"43";"6.43";"60.69";"3";"3";"1";"7";"N";"0.39";"None";"None";"5.27";"5.27";"0";"MOL";"0";"33";"3";"3";"1";"454.3447";"NEUTRAL";"C30H46O3";"C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/C=C/C(O)(CC)CC)C[C@@H](O)C[C@@H]1O";"LVLLALCJVJNGQQ-SEODYNFXSA-N"
"CHEMBL225411";"GW842166X";"GW 842166|GW 842166X|GW-842,166X|GW-842166|GW842166|GW842166X";"Small molecule";"2";"449.26";"14";"67";"4.70";"76.14";"5";"2";"0";"5";"N";"0.69";"10.78";"None";"4.14";"4.14";"2";"MOL";"0";"29";"6";"2";"0";"448.0681";"NEUTRAL";"C18H17Cl2F3N4O2";"O=C(NCC1CCOCC1)c1cnc(Nc2ccc(Cl)cc2Cl)nc1C(F)(F)F";"TWQYWUXBZHPIIV-UHFFFAOYSA-N"
"CHEMBL686";"MEFENAMIC ACID";"CI-473|CN-35355|CONTRAFLAM|DYSMAN-250|DYSMAN-500|GARDAN|INF-3355|J2.344B|M01AG01|MEFENAMIC ACID|MEFENAMINIC ACID|MEFLAM 250|MEFLAM 500|MENDYS|MEPHENAMIC ACID|MEPHENAMINIC ACID|NSC-94437|OPUSTAN 250|OPUSTAN 500|PONSTAN|PONSTAN FTE|Ponstel";"Small molecule";"4";"241.29";"186";"2231";"3.75";"49.33";"2";"2";"0";"3";"N";"0.86";"3.89";"None";"5.40";"2.18";"2";"MOL";"0";"18";"3";"2";"0";"241.1103";"ACID";"C15H15NO2";"Cc1cccc(Nc2ccccc2C(=O)O)c1C";"HYYBABOKPJLUIN-UHFFFAOYSA-N"
"CHEMBL483";"TENOFOVIR";"Atripla|GS-1275|PMP-A|Tenofovir|Truvada";"Small molecule";"3";"287.22";"64";"563";"-0.05";"136.38";"7";"3";"0";"5";"N";"0.65";"1.35";"3.74";"-3.44";"-3.55";"2";"MOL";"0";"19";"9";"4";"0";"287.0783";"ACID";"C9H14N5O4P";"C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O";"SGOIRFVFHAKUTI-ZCFIWIBFSA-N"
"CHEMBL590";"MENADIONE";"1,4-NAPHTHALENEDIONE, 2-METHYL|Kappaxin|Kayquinone|MENADIONE|MENAPHTHENE|MENAPHTHONE|Menadione|NSC-4170|VITAMIN K 3|VITAMIN K3|Vitamin K 3";"Small molecule";"4";"172.18";"194";"505";"2.01";"34.14";"2";"0";"0";"0";"Y";"0.60";"None";"None";"1.89";"1.89";"1";"MOL";"0";"13";"2";"0";"0";"172.0524";"NEUTRAL";"C11H8O2";"CC1=CC(=O)c2ccccc2C1=O";"MJVAVZPDRWSRRC-UHFFFAOYSA-N"
"CHEMBL191413";"REPARIXIN";"DF 1681Y|DF-1681Y|DF1681Y|REPARIXIN|REPERTAXIN|Reparixin";"Small molecule";"3";"283.39";"11";"30";"2.06";"63.24";"3";"1";"0";"5";"N";"0.90";"4.00";"None";"2.52";"1.58";"1";"MOL";"0";"19";"4";"1";"0";"283.1242";"ACID";"C14H21NO3S";"CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1";"KQDRVXQXKZXMHP-LLVKDONJSA-N"
"CHEMBL302795";"TENOXICAM";"MOBIFLEX|NSC-758397|RO 12-0068|RO 12-0068/000|RO-120068000|TENOXICAM|TILCOTIL";"Small molecule";"4";"337.38";"159";"400";"1.64";"99.60";"6";"2";"0";"2";"N";"0.87";"2.21";"4.26";"-0.12";"-1.91";"2";"MOL";"0";"22";"7";"2";"0";"337.0191";"ACID";"C13H11N3O4S2";"CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O";"LZNWYQJJBLGYLT-UHFFFAOYSA-N"
"CHEMBL71263";"VADIMEZAN";"AS-1404|ASA-404|ASA404|DMXAA|NSC-640488|VADIMEZAN";"Small molecule";"3";"282.30";"34";"122";"3.19";"67.51";"3";"1";"0";"2";"N";"0.73";"3.60";"None";"3.62";"0.28";"3";"MOL";"0";"21";"4";"1";"0";"282.0892";"ACID";"C17H14O4";"Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C";"XGOYIMQSIKSOBS-UHFFFAOYSA-N"
"CHEMBL1214185";"ROXITHROMYCIN";"NSC-758443|ROXITHROMYCIN|RU 28965|RU 965|RU-28965|RU-965|RULID|Rulide";"Small molecule";"4";"837.06";"143";"672";"2.21";"216.89";"17";"5";"2";"13";"N";"0.08";"12.45";"9.08";"3.00";"1.32";"0";"MOL";"0";"58";"17";"5";"2";"836.5246";"BASE";"C41H76N2O15";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O";"RXZBMPWDPOLZGW-XMRMVWPWSA-N"
"CHEMBL397420";"ACENOCOUMAROL";"ACENOCOUMARIN|ACENOCOUMAROL|MINI-SINTROM|NICOUMALONE|NSC-760052|SINTHROME";"Small molecule";"4";"353.33";"18";"55";"3.52";"110.65";"6";"1";"0";"5";"N";"0.43";"5.09";"None";"2.68";"0.49";"3";"MOL";"0";"26";"7";"1";"0";"353.0899";"ACID";"C19H15NO6";"CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O";"VABCILAOYCMVPS-UHFFFAOYSA-N"
"CHEMBL60889";"MOSAPRIDE";"MOSAPRIDE|MOSART";"Small molecule";"3";"421.90";"118";"824";"3.09";"76.82";"5";"2";"0";"7";"N";"0.67";"None";"5.98";"2.75";"2.73";"2";"MOL";"0";"29";"6";"3";"0";"421.1568";"NEUTRAL";"C21H25ClFN3O3";"CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1";"YPELFRMCRYSPKZ-UHFFFAOYSA-N"
"CHEMBL36342";"OCTENIDINE HYDROCHLORIDE";"LAS-189962|LAS189962|OCTENIDINE DIHYDROCHLORIDE|OCTENIDINE HCL|OCTENIDINE HYDROCHLORIDE|Octenidine|SENSIDIN DO|WIN 41464-2|WIN-41464-2";"Small molecule";"2";"623.84";"17";"59";"9.63";"34.58";"4";"0";"2";"25";"N";"0.11";"None";"10.89";"11.06";"5.09";"2";"MOL";"0";"40";"4";"0";"2";"550.4974";"BASE";"C36H64Cl2N4";"CCCCCCCCN=c1ccn(CCCCCCCCCCn2ccc(=NCCCCCCCC)cc2)cc1.Cl.Cl";"SMGTYJPMKXNQFY-UHFFFAOYSA-N"
"CHEMBL465952";"";"";"Small molecule";"0";"324.16";"13";"38";"3.65";"47.56";"3";"1";"0";"3";"N";"0.94";"12.46";"None";"3.60";"3.60";"2";"MOL";"-1";"21";"4";"1";"0";"323.0116";"NEUTRAL";"C15H11Cl2NO3";"O=C(NCc1ccc2c(c1)OCO2)c1c(Cl)cccc1Cl";"NMKJFZCBCIUYHI-UHFFFAOYSA-N"
"CHEMBL3785703";"";"";"Small molecule";"0";"377.40";"9";"42";"2.42";"84.67";"5";"1";"0";"4";"N";"0.75";"10.96";"None";"2.31";"2.31";"3";"MOL";"-1";"28";"7";"1";"0";"377.1376";"NEUTRAL";"C21H19N3O4";"CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)on2)COc2ccccc21";"KNOUWGGQMADIBV-KRWDZBQOSA-N"
"CHEMBL209569";"";"";"Small molecule";"0";"585.94";"3";"15";"5.46";"88.51";"6";"3";"2";"5";"N";"0.21";"11.82";"5.76";"5.74";"5.73";"4";"MOL";"-1";"40";"7";"3";"2";"585.1366";"NEUTRAL";"C26H22ClF6N5O2";"C[C@@H]1CN(c2ncc(C(O)CO)cc2Cl)CCN1c1nc2c(-c3cc(F)c(F)c(F)c3)cc(C(F)(F)F)cc2[nH]1";"VZBVEWNPFLFUCS-FXADVQPWSA-N"
"CHEMBL477923";"";"";"Small molecule";"0";"248.32";"14";"23";"2.76";"38.83";"3";"0";"0";"0";"Y";"0.29";"None";"None";"3.07";"3.07";"0";"MOL";"-1";"18";"3";"0";"0";"248.1412";"NEUTRAL";"C15H20O3";"C=C1C(=O)O[C@H]2[C@H]1CC/C(C)=C\CC[C@@]1(C)O[C@@H]21";"KTEXNACQROZXEV-QLIGOWBFSA-N"
"CHEMBL24530";"LALANOSINE";"L-Alanosine";"Small molecule";"0";"149.11";"63";"118";"-1.23";"116.22";"5";"3";"0";"4";"N";"0.34";"1.50";"8.67";"-3.56";"-3.58";"0";"MOL";"-1";"10";"7";"4";"0";"149.0437";"ZWITTERION";"C3H7N3O4";"NC(CN(O)N=O)C(=O)O";"MLFKVJCWGUZWNV-UHFFFAOYSA-N"
"CHEMBL1601095";"";"";"Small molecule";"0";"358.22";"68";"73";"2.51";"32.34";"2";"1";"0";"4";"N";"0.84";"None";"8.22";"2.85";"1.97";"1";"MOL";"-1";"18";"3";"1";"0";"358.0542";"NEUTRAL";"C14H19IN2O";"O=C(NCCN1CCCCC1)c1ccc(I)cc1";"WCMWVYQHPUQKHW-UHFFFAOYSA-N"
"CHEMBL207004";"";"TAK-220";"Small molecule";"0";"553.15";"15";"34";"4.68";"86.95";"4";"1";"1";"9";"N";"0.49";"None";"9.08";"3.55";"1.87";"2";"MOL";"-1";"39";"7";"2";"1";"552.2867";"BASE";"C31H41ClN4O3";"CC(=O)N1CCC(C(=O)N(CCCN2CCC(Cc3ccc(C(N)=O)cc3)CC2)c2ccc(C)c(Cl)c2)CC1";"ASSJTMUEFHUKMJ-UHFFFAOYSA-N"
"CHEMBL277927";"";"";"Small molecule";"0";"257.38";"16";"27";"3.10";"23.47";"2";"1";"0";"2";"N";"0.82";"10.35";"9.32";"3.36";"1.67";"1";"MOL";"-1";"19";"2";"1";"0";"257.1780";"BASE";"C17H23NO";"C=CCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C";"LGQCVMYAEFTEFN-VUOHQMJNSA-N"
"CHEMBL213100";"";"";"Small molecule";"0";"568.68";"367";"375";"5.94";"92.29";"9";"1";"2";"8";"N";"0.28";"None";"7.96";"6.47";"5.80";"4";"MOL";"-1";"42";"10";"1";"2";"568.2798";"NEUTRAL";"C32H36N6O4";"COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1";"NBTNHSGBRGTFJS-UHFFFAOYSA-N"
"CHEMBL3301625";"SPEBRUTINIB";"AVL-292|BTK INHIBITOR CC-292|CC-292|SPEBRUTINIB";"Small molecule";"2";"423.45";"42";"121";"4.25";"97.40";"7";"3";"0";"10";"N";"0.33";"13.88";"2.18";"4.13";"4.13";"3";"MOL";"0";"31";"8";"3";"0";"423.1707";"NEUTRAL";"C22H22FN5O3";"C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1";"KXBDTLQSDKGAEB-UHFFFAOYSA-N"
"CHEMBL1257051";"TEDIZOLID";"SIVEXTRO|TEDIZOLID|TOREZOLID|TR-700|Torezolid";"Small molecule";"4";"370.34";"33";"338";"1.40";"106.26";"8";"1";"0";"4";"N";"0.74";"None";"None";"2.12";"2.12";"3";"MOL";"0";"27";"9";"1";"0";"370.1190";"NEUTRAL";"C17H15FN6O3";"Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1";"XFALPSLJIHVRKE-GFCCVEGCSA-N"
"CHEMBL300389";"";"CGP-60474|GNF-Pf-88";"Small molecule";"0";"355.83";"410";"460";"3.73";"82.96";"6";"3";"0";"7";"N";"0.56";"12.87";"5.58";"3.02";"3.02";"3";"MOL";"-1";"25";"6";"3";"0";"355.1200";"NEUTRAL";"C18H18ClN5O";"OCCCNc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1";"IYNDTACKOAXKBJ-UHFFFAOYSA-N"
"CHEMBL1982660";"";"";"Small molecule";"0";"362.31";"149";"198";"4.30";"76.14";"4";"2";"0";"3";"N";"0.73";"10.78";"5.26";"3.76";"3.76";"3";"MOL";"-1";"26";"6";"2";"0";"362.0991";"NEUTRAL";"C17H13F3N4O2";"COc1ccc2c(NC(=O)Nc3cccc(C(F)(F)F)n3)ccnc2c1";"VQPBIJGXSXEOCU-UHFFFAOYSA-N"
"CHEMBL598608";"";"GSK-3787";"Small molecule";"0";"392.79";"14";"57";"2.96";"76.13";"4";"1";"0";"5";"N";"0.85";"None";"None";"2.70";"2.70";"2";"MOL";"-1";"25";"5";"1";"0";"392.0209";"NEUTRAL";"C15H12ClF3N2O3S";"O=C(NCCS(=O)(=O)c1ccc(C(F)(F)F)cn1)c1ccc(Cl)cc1";"JFUIMTGOQCQTPF-UHFFFAOYSA-N"
"CHEMBL405821";"SENICAPOC";"ICA-17043|PF-05416266|SENICAPOC|Senicapoc";"Small molecule";"3";"323.34";"18";"35";"3.78";"43.09";"1";"1";"0";"4";"N";"0.73";"None";"None";"4.46";"4.46";"3";"MOL";"0";"24";"2";"2";"0";"323.1122";"NEUTRAL";"C20H15F2NO";"NC(=O)C(c1ccccc1)(c1ccc(F)cc1)c1ccc(F)cc1";"SCTZUZTYRMOMKT-UHFFFAOYSA-N"
"CHEMBL304383";"SARCOSINE";"Methylamino-Acetic Acid|SARCOSINE";"Small molecule";"2";"89.09";"11";"20";"-0.71";"49.33";"2";"2";"0";"2";"Y";"0.47";"2.06";"10.35";"-3.19";"-3.19";"0";"MOL";"0";"6";"3";"2";"0";"89.0477";"ZWITTERION";"C3H7NO2";"CNCC(=O)O";"FSYKKLYZXJSNPZ-UHFFFAOYSA-N"
"CHEMBL367788";"";"NSC-324360";"Small molecule";"0";"169.14";"68";"108";"0.22";"89.79";"4";"4";"0";"1";"N";"0.27";"8.28";"None";"0.21";"0.16";"1";"MOL";"-1";"12";"5";"4";"0";"169.0375";"NEUTRAL";"C7H7NO4";"O=C(NO)c1ccc(O)c(O)c1";"QJMCKEPOKRERLN-UHFFFAOYSA-N"
"CHEMBL448864";"LEVCYCLOSERINE";"CYCLOSERINE, L-|L-CYCLOSERINE|LEVCYCLOSERINE|NSC-760409";"Small molecule";"0";"102.09";"16";"39";"-1.62";"64.35";"3";"2";"0";"0";"N";"0.39";"4.21";"8.36";"-2.42";"-2.42";"0";"MOL";"0";"7";"4";"3";"0";"102.0429";"ACID";"C3H6N2O2";"N[C@H]1CONC1=O";"DYDCUQKUCUHJBH-REOHCLBHSA-N"
"CHEMBL560993";"OC000459";"OC-000459|OC-459|OC000459|OC459|TIMAPIPRANT";"Small molecule";"2";"348.38";"14";"35";"4.31";"55.12";"3";"1";"0";"4";"N";"0.60";"4.45";"3.84";"3.64";"1.17";"4";"MOL";"0";"26";"4";"1";"0";"348.1274";"ACID";"C21H17FN2O2";"Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O";"FATGTHLOZSXOBC-UHFFFAOYSA-N"
"CHEMBL1080648";"OXADIAZON";"Oxadiazon";"Small molecule";"0";"345.23";"33";"56";"4.22";"57.26";"5";"0";"0";"3";"N";"0.84";"None";"None";"5.31";"5.31";"2";"MOL";"-1";"22";"5";"0";"0";"344.0694";"NEUTRAL";"C15H18Cl2N2O3";"CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl";"CHNUNORXWHYHNE-UHFFFAOYSA-N"
"CHEMBL1079576";"PHENPROBAMATE";"MH-532|NSC-44682|NSC-50538|NSC-64270|PHENPROBAMATE|SPANTOL";"Small molecule";"0";"179.22";"16";"26";"1.71";"52.32";"2";"1";"0";"4";"N";"0.72";"None";"None";"2.05";"2.05";"1";"MOL";"0";"13";"3";"2";"0";"179.0946";"NEUTRAL";"C10H13NO2";"NC(=O)OCCCc1ccccc1";"CAMYKONBWHRPDD-UHFFFAOYSA-N"
"CHEMBL3707348";"ACALABRUTINIB";"ACALABRUTINIB|ACP-196|CALQUENCE";"Small molecule";"4";"465.52";"27";"110";"3.31";"118.51";"7";"2";"0";"4";"N";"0.45";"None";"4.63";"2.56";"2.56";"4";"MOL";"0";"35";"9";"3";"0";"465.1913";"NEUTRAL";"C26H23N7O2";"CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12";"WDENQIQQYWYTPO-IBGZPJMESA-N"
"CHEMBL425618";"";"";"Small molecule";"0";"513.68";"7";"28";"5.95";"63.05";"5";"1";"2";"8";"N";"0.47";"13.98";"9.35";"3.63";"1.68";"2";"MOL";"-1";"37";"6";"1";"2";"513.3279";"BASE";"C29H41F2N5O";"Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1";"GSNHKUDZZFZSJB-ILVMPNSOSA-N"
"CHEMBL291143";"";"A-77636";"Small molecule";"0";"329.44";"48";"104";"3.26";"75.71";"4";"3";"0";"2";"N";"0.73";"9.54";"8.85";"2.57";"1.42";"1";"MOL";"-1";"24";"4";"4";"0";"329.1991";"BASE";"C20H27NO3";"NC[C@@H]1O[C@H](C23CC4CC(CC(C4)C2)C3)Cc2c1ccc(O)c2O";"QLJOSZATCBCBDR-DFKUFRTHSA-N"
