"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL1446";"KANAMYCIN SULFATE";"KANAMYCIN A SULFATE|KANAMYCIN A SULPHATE|KANAMYCIN MONOSULFATE|KANAMYCIN MONOSULPHATE|KANAMYCIN SULFATE|Kantrex|Klebcil|NSC-757068";"Small molecule";"4";"582.58";"26";"76";"-7.29";"282.61";"15";"11";"2";"6";"N";"0.17";"12.05";"9.34";"-7.06";"-12.20";"0";"MOL";"0";"33";"15";"15";"2";"484.2381";"BASE";"C18H38N4O15S";"NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.O=S(=O)(O)O";"OOYGSFOGFJDDHP-KMCOLRRFSA-N"
"CHEMBL3183486";"";"";"Small molecule";"0";"417.90";"3";"10";"6.19";"3.24";"1";"0";"1";"4";"N";"0.52";"None";"8.96";"6.23";"4.66";"3";"MOL";"-1";"28";"1";"0";"1";"381.1704";"BASE";"C24H23ClF3N";"Cl.FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1";"WVHBEIJGAINUBW-UHFFFAOYSA-N"
"CHEMBL2103768";"DILOXANIDE";"DILOXANIDE";"Small molecule";"0";"234.08";"1";"1";"2.16";"40.54";"2";"1";"0";"2";"Y";"0.80";"9.39";"None";"2.05";"2.05";"1";"MOL";"0";"14";"3";"1";"0";"233.0010";"NEUTRAL";"C9H9Cl2NO2";"CN(C(=O)C(Cl)Cl)c1ccc(O)cc1";"GZZZSOOGQLOEOB-UHFFFAOYSA-N"
"CHEMBL2107617";"TERCIPRAZINE";"TERCIPRAZINE";"Small molecule";"0";"410.48";"2";"4";"3.54";"35.94";"4";"1";"0";"6";"N";"0.73";"None";"7.63";"4.08";"3.65";"1";"MOL";"0";"29";"4";"1";"0";"410.2181";"NEUTRAL";"C22H29F3N2O2";"C#CC1(OCC(O)CN2CCN(c3cccc(C(F)(F)F)c3)CC2)CCCCC1";"SDKXUWMRKYQIFU-UHFFFAOYSA-N"
"CHEMBL4297488";"CT-7001";"CT-7001|CT7001|ICEC-0942|ICEC0942|SAMURACICLIB";"Small molecule";"1";"394.52";"11";"21";"2.85";"86.51";"7";"4";"0";"7";"N";"0.49";"None";"9.73";"2.32";"0.04";"3";"MOL";"0";"29";"7";"4";"0";"394.2481";"BASE";"C22H30N6O";"CC(C)c1cnn2c(NCc3ccccc3)cc(NC[C@H]3CCNC[C@@H]3O)nc12";"YCVGLKWJKIKVBI-MJGOQNOKSA-N"
"CHEMBL4303143";"";"";"Small molecule";"0";"390.47";"2";"4";"4.15";"91.67";"4";"2";"0";"14";"N";"0.43";"4.30";"None";"4.38";"1.42";"0";"MOL";"-1";"27";"5";"2";"0";"390.2218";"ACID";"C20H32F2O5";"CCCCC(F)(F)C(=O)CC[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O";"DBVFKLAGQHYVGQ-BFYDXBDKSA-N"
"CHEMBL4303490";"";"";"Small molecule";"0";"451.62";"2";"4";"3.14";"104.69";"5";"3";"0";"7";"N";"0.56";"None";"8.17";"2.39";"1.54";"2";"MOL";"-1";"33";"7";"5";"0";"451.2947";"NEUTRAL";"C26H37N5O2";"Cc1c(C)c(NCC(=O)N(C)C2CCN(Cc3ccc(C(N)=O)cc3)CC2)c(C)c(C)c1N";"KCODNOOPOPTZMO-UHFFFAOYSA-N"
"CHEMBL506999";"";"";"Small molecule";"0";"265.67";"3";"8";"2.16";"28.16";"3";"1";"0";"1";"Y";"0.79";"None";"8.77";"2.62";"1.24";"1";"MOL";"-1";"17";"3";"1";"0";"265.0594";"BASE";"C10H11ClF3N3";"FC(F)(F)c1ccc(N2CCNCC2)nc1Cl";"QZYYPQAYSFBKPW-UHFFFAOYSA-N"
"CHEMBL2105075";"FLOCTAFENINE";"DIRALGAN|FLOCTAFENIN|FLOCTAFENINE|IDALON|Idarac|NOVODOLAN|R 4318|R-4138|R-4318|RU 15750|RU-15750";"Small molecule";"0";"406.36";"3";"13";"3.51";"91.68";"6";"3";"0";"6";"N";"0.54";"13.62";"5.84";"4.43";"4.42";"3";"MOL";"0";"29";"6";"3";"0";"406.1140";"NEUTRAL";"C20H17F3N2O4";"O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12";"APQPGQGAWABJLN-UHFFFAOYSA-N"
"CHEMBL1201267";"";"";"Small molecule";"0";"199.32";"2";"3";"1.56";"12.47";"3";"0";"0";"0";"Y";"0.59";"None";"8.59";"1.00";"-0.22";"0";"MOL";"-1";"13";"2";"0";"0";"199.1031";"BASE";"C10H17NOS";"C[C@@H]1O[C@@]2(CS1)CN1CCC2CC1";"WUTYZMFRCNBCHQ-PSASIEDQSA-N"
"CHEMBL3544917";"RAPASTINEL";"GLYX-13|RAPASTINEL|RAPASTINELUM|Rapastinel|TPPT-AMIDE";"Protein";"3";"413.48";"2";"4";"-2.97";"179.29";"7";"5";"0";"7";"N";"0.30";"11.92";"7.61";"-3.71";"-4.13";"0";"BOTH";"0";"29";"11";"7";"2";"413.2274";"NEUTRAL";"C18H31N5O6";"C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)[C@@H](C)O";"GIBQQARAXHVEGD-BSOLPCOYSA-N"
"CHEMBL3646117";"";"";"Small molecule";"0";"328.33";"7";"8";"1.10";"107.69";"8";"1";"0";"3";"N";"0.72";"5.20";"3.65";"1.10";"0.09";"3";"MOL";"-1";"24";"9";"1";"0";"328.1284";"ACID";"C15H16N6O3";"CC(C)(C)OC(=O)c1ccc(-n2[nH]cc(-n3ccnn3)c2=O)nc1";"HWQQDVNGHZIALS-UHFFFAOYSA-N"
"CHEMBL254575";"";"";"Small molecule";"0";"281.32";"5";"7";"3.39";"56.27";"5";"1";"0";"4";"N";"0.79";"None";"4.14";"3.14";"3.14";"3";"MOL";"-1";"21";"5";"1";"0";"281.1164";"NEUTRAL";"C16H15N3O2";"COc1ccc(Nc2ncnc3ccc(OC)cc23)cc1";"XPJOMFBGKIABQW-UHFFFAOYSA-N"
"CHEMBL4282264";"A-485";"";"Small molecule";"0";"536.48";"629";"803";"3.68";"108.05";"5";"2";"1";"6";"N";"0.55";"13.53";"None";"3.48";"3.48";"2";"MOL";"-1";"38";"9";"2";"1";"536.1683";"NEUTRAL";"C25H24F4N4O5";"CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O";"VRVJKILQRBSEAG-LFPIHBKWSA-N"
"CHEMBL4303669";"";"";"Small molecule";"0";"290.11";"1";"1";"-1.12";"153.11";"5";"5";"0";"4";"N";"0.43";"0.66";"6.67";"-3.85";"-7.39";"1";"MOL";"-1";"16";"9";"5";"0";"271.9963";"ACID";"C5H12N2O8P2";"O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O";"FUXFIVRTGHOMSO-UHFFFAOYSA-N"
"CHEMBL4303187";"SETANAXIB";"GKT-137831|GKT-831|SETANAXIB";"Small molecule";"2";"394.86";"4";"13";"3.40";"63.03";"5";"1";"0";"3";"N";"0.58";"5.57";"4.42";"2.07";"1.14";"4";"MOL";"0";"28";"6";"1";"0";"394.1197";"ACID";"C21H19ClN4O2";"CN(C)c1cccc(-c2c3c(=O)n(-c4ccccc4Cl)[nH]c3cc(=O)n2C)c1";"RGYQPQARIQKJKH-UHFFFAOYSA-N"
"CHEMBL2105711";"TOFOGLIFLOZIN";"CSG 452|CSG-452|CSG452|R-7201|RO-4998452|RO4998452|TOFOGLIFLOZIN|TOFOGLIFLOZIN HYDRATE|TOFOGLIFLOZIN MONOHYDRATE";"Small molecule";"3";"404.46";"3";"9";"1.00";"99.38";"6";"4";"0";"4";"N";"0.63";"12.00";"None";"2.47";"2.47";"2";"MOL";"0";"28";"6";"4";"0";"386.1729";"NEUTRAL";"C22H28O7";"CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1.O";"ZXOCGDDVNPDRIW-NHFZGCSJSA-N"
"CHEMBL2106668";"LISADIMATE";"GLYCERYL P-AMINOBENZOATE|GLYCERYL PABA|LISADIMATE";"Small molecule";"0";"211.22";"3";"6";"-0.22";"92.78";"5";"3";"0";"4";"N";"0.47";"13.62";"2.69";"-0.17";"-0.17";"1";"MOL";"0";"15";"5";"4";"0";"211.0845";"NEUTRAL";"C10H13NO4";"Nc1ccc(C(=O)OCC(O)CO)cc1";"WHQOKFZWSDOTQP-UHFFFAOYSA-N"
"CHEMBL297800";"";"";"Small molecule";"0";"131.17";"4";"9";"0.44";"63.32";"2";"2";"0";"3";"N";"0.58";"2.79";"9.59";"-1.51";"-1.51";"0";"MOL";"-1";"9";"3";"3";"0";"131.0946";"ZWITTERION";"C6H13NO2";"CCC(C)C(N)C(=O)O";"AGPKZVBTJJNPAG-UHFFFAOYSA-N"
"CHEMBL1163564";"VANADATE ION";"";"Small molecule";"0";"114.94";"4";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"None";"None";"116.9503";"None";"O4V-3";"";""
"CHEMBL320193";"";"";"Small molecule";"0";"207.27";"5";"9";"1.91";"30.49";"3";"1";"0";"2";"Y";"0.80";"None";"8.89";"1.67";"0.17";"1";"MOL";"-1";"15";"3";"1";"0";"207.1259";"BASE";"C12H17NO2";"COc1cc2c(cc1OC)C(C)NCC2";"HMYJLVDKPJHJCF-UHFFFAOYSA-N"
"CHEMBL3707307";"FABOMOTIZOLE";"AFOBAZOL|AFOBAZOLE|APHOBAZOLE|CM-346|FABOMOTIZOLE|OBENOXAZINE";"Small molecule";"3";"307.42";"3";"10";"2.39";"50.38";"5";"1";"0";"6";"N";"0.83";"10.41";"6.67";"2.31";"2.24";"2";"MOL";"0";"21";"5";"1";"0";"307.1354";"NEUTRAL";"C15H21N3O2S";"CCOc1ccc2nc(SCCN3CCOCC3)[nH]c2c1";"WWNUCVSRRUDYPP-UHFFFAOYSA-N"
"CHEMBL4303465";"";"";"Small molecule";"0";"502.18";"2";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"None";"None";"501.0604";"None";"C27H18GaN3O3";"";""
"CHEMBL4303161";"";"";"Unknown";"0";"";"2";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"-1";"";"";"";"";"";"";"";"";""
"CHEMBL4303596";"";"";"Small molecule";"0";"385.41";"13";"28";"4.28";"92.27";"6";"2";"0";"4";"N";"0.48";"9.86";"4.02";"3.41";"3.41";"5";"MOL";"-1";"29";"7";"2";"0";"385.1451";"NEUTRAL";"C21H16FN7";"C[C@H](Nc1ncnc2[nH]cnc12)c1cc2ccc(F)cc2nc1-c1ccccn1";"KWRYMZHCQIOOEB-LBPRGKRZSA-N"
"CHEMBL4303561";"";"";"Small molecule";"0";"163.22";"5";"10";"0.62";"42.15";"3";"1";"0";"1";"Y";"0.66";"None";"9.83";"0.01";"-2.33";"1";"MOL";"-1";"12";"3";"2";"0";"163.1109";"BASE";"C9H13N3";"NC1CCN(c2cccnc2)C1";"LVGMMVAWLISWJD-UHFFFAOYSA-N"
"CHEMBL4303589";"";"";"Small molecule";"0";"511.25";"2";"4";"5.48";"78.52";"4";"3";"2";"3";"N";"0.32";"4.14";"None";"5.81";"4.21";"3";"MOL";"-1";"30";"6";"3";"2";"509.9697";"ACID";"C16H9BrF6N6S";"FC(F)(F)c1cc(NC(=S)Nc2ccc(Br)cc2-c2nnn[nH]2)cc(C(F)(F)F)c1";"MDKAFDIKYQMOMF-UHFFFAOYSA-N"
"CHEMBL2105734";"SEPANTRONIUM BROMIDE";"SEPANTRONIUM BROMIDE|YM 155|YM-155|YM155";"Small molecule";"2";"443.30";"12";"17";"1.34";"77.96";"6";"0";"0";"5";"N";"0.50";"None";"0.58";"-3.72";"-3.72";"3";"MOL";"0";"27";"7";"0";"0";"363.1452";"NEUTRAL";"C20H19BrN4O3";"COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-]";"QBIYUDDJPRGKNJ-UHFFFAOYSA-M"
"CHEMBL2107455";"IGURATIMOD";"CARERAM|IGURATIMOD|KOLBET|T-614";"Small molecule";"3";"374.37";"3";"11";"2.53";"114.71";"6";"2";"0";"6";"N";"0.64";"6.84";"None";"0.43";"-0.09";"3";"MOL";"0";"26";"8";"2";"0";"374.0573";"NEUTRAL";"C17H14N2O6S";"CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1";"ANMATWQYLIFGOK-UHFFFAOYSA-N"
"CHEMBL1742402";"TROPANSERIN";"TROPANSERIN";"Small molecule";"0";"273.38";"2";"4";"3.09";"29.54";"3";"0";"0";"2";"N";"0.78";"None";"9.36";"3.56";"1.60";"1";"MOL";"0";"20";"3";"0";"0";"273.1729";"BASE";"C17H23NO2";"Cc1cc(C)cc(C(=O)O[C@@H]2C[C@@H]3CC[C@H](C2)N3C)c1";"HDDNYFLPWFSBLN-ZSHCYNCHSA-N"
"CHEMBL4303227";"";"";"Small molecule";"0";"951.21";"2";"4";"2.32";"299.30";"9";"11";"2";"26";"N";"0.02";"11.93";"11.69";"1.83";"-0.62";"5";"MOL";"-1";"68";"18";"14";"3";"950.4949";"BASE";"C49H66N12O6S";"CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCNC(=N)N)C(N)=O";"CUCSSYAUKKIDJV-FAXBSAIASA-N"
"CHEMBL2107784";"TASQUINIMOD";"TASQUINIMOD";"Small molecule";"3";"406.36";"3";"8";"3.55";"71.77";"5";"1";"0";"3";"N";"0.72";"4.73";"None";"2.31";"-0.13";"3";"MOL";"0";"29";"6";"1";"0";"406.1140";"ACID";"C20H17F3N2O4";"COc1cccc2c1c(O)c(C(=O)N(C)c1ccc(C(F)(F)F)cc1)c(=O)n2C";"ONDYALNGTUAJDX-UHFFFAOYSA-N"
"CHEMBL2106667";"AMEZINIUM METILSULFATE";"AMEZINIUM METHYL SULFATE|AMEZINIUM METILSULFATE|AMEZINIUM METILSULPHATE";"Small molecule";"0";"313.34";"2";"5";"0.95";"52.02";"3";"1";"0";"2";"Y";"0.74";"None";"None";"-1.82";"-1.82";"2";"MOL";"0";"15";"4";"2";"0";"202.0975";"NEUTRAL";"C12H15N3O5S";"COS(=O)(=O)[O-].COc1cc(N)cn[n+]1-c1ccccc1";"ZEASXVYVFFXULL-UHFFFAOYSA-N"
"CHEMBL1201014";"PREDNISOLONE SODIUM PHOSPHATE";"CODELSOL|Cortisate|Hydeltrasol|INFLAMASE FORTE|INFLAMASE MILD|Inflamase|Metreton|NSC-759187|ORAPRED ODT|Orapred|PREDAIR|PREDAIR FORTE|PREDNISOLONE 21-DISODIUM PHOSPHATE|PREDNISOLONE SODIUM PHOSPHATE|PREDNISOLONI NATRII PHOSPHAS|PREDSOL|PREDSOL-N|Pediapred";"Small molecule";"4";"484.39";"2";"5";"1.67";"141.36";"6";"4";"0";"4";"N";"0.48";"1.18";"None";"1.15";"-2.42";"0";"MOL";"0";"30";"8";"4";"0";"440.1600";"ACID";"C21H27Na2O8P";"C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]";"VJZLQIPZNBPASX-OJJGEMKLSA-L"
"CHEMBL4303273";"";"";"Small molecule";"0";"207.24";"2";"4";"0.83";"78.85";"6";"1";"0";"3";"N";"0.81";"None";"3.24";"0.93";"0.93";"2";"MOL";"-1";"15";"6";"2";"0";"207.1120";"NEUTRAL";"C9H13N5O";"CCOc1nc2c(N)ncnc2n1CC";"QUGDTMONBLMLLD-UHFFFAOYSA-N"
"CHEMBL1256817";"";"Clemizole Hydrochloride";"Small molecule";"0";"362.30";"3";"5";"4.33";"21.06";"3";"0";"0";"4";"N";"0.71";"None";"7.42";"4.23";"3.92";"3";"MOL";"-1";"23";"3";"0";"0";"325.1346";"NEUTRAL";"C19H21Cl2N3";"Cl.Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1";"DNFMJYXRIMLMBZ-UHFFFAOYSA-N"
"CHEMBL4297514";"IMEGLIMIN";"EMD-387008|IMEGLIMIN";"Small molecule";"2";"155.21";"2";"4";"-0.83";"66.01";"5";"2";"0";"0";"N";"0.48";"None";"10.21";"-0.69";"-2.92";"0";"MOL";"0";"11";"5";"3";"0";"155.1171";"BASE";"C6H13N5";"C[C@H]1N=C(N(C)C)N=C(N)N1";"GFICWFZTBXUVIG-SCSAIBSYSA-N"
"CHEMBL4303299";"";"";"Small molecule";"0";"376.47";"2";"4";"2.78";"74.60";"4";"2";"0";"2";"N";"0.78";"13.44";"None";"2.35";"2.35";"0";"MOL";"-1";"27";"4";"2";"0";"376.2050";"NEUTRAL";"C22H29FO4";"C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO";"VWVSBHGCDBMOOT-ZIKVJHDZSA-N"
"CHEMBL1256353";"MOLSIDOMINE";"";"Small molecule";"0";"242.24";"1";"3";"-1.45";"82.25";"5";"0";"0";"2";"N";"0.59";"-1.36";"None";"-3.20";"-3.80";"1";"MOL";"-1";"17";"8";"0";"0";"242.1015";"ACID";"C9H14N4O4";"CCOC(=O)/N=c1/c[n+](N2CCOCC2)[n-]o1";"XLFWDASMENKTKL-NTMALXAHSA-N"
"CHEMBL3989471";"SISOMICIN SULFATE";"NSC-757315|SCH 13475 SULFATE|SCH 13475 SULPHATE|SISOMICIN SULFATE|SISOMICIN SULPHATE|SISSOMICIN|SISSOMICIN SULFATE|Siseptin";"Small molecule";"0";"1385.46";"2";"4";"-3.85";"213.72";"12";"8";"2";"6";"N";"0.20";"12.55";"9.59";"-4.32";"-11.46";"0";"MOL";"0";"31";"12";"12";"2";"447.2693";"BASE";"C38H84N10O34S5";"CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O";"CIKNYWFPGZCHDL-ZHFUJENKSA-N"
"CHEMBL2104967";"FIRATEGRAST";"FIRATEGRAST|SB-683699";"Small molecule";"2";"499.51";"2";"4";"4.61";"94.09";"5";"2";"0";"11";"N";"0.40";"3.42";"None";"4.60";"1.20";"3";"MOL";"0";"36";"7";"2";"0";"499.1806";"ACID";"C27H27F2NO6";"CCOCc1cc(OC)c(-c2ccc(C[C@H](NC(=O)c3c(F)cccc3F)C(=O)O)cc2)c(OC)c1";"YLFZHHDVRSYTKT-NRFANRHFSA-N"
"CHEMBL4303365";"";"";"Small molecule";"0";"488.99";"2";"4";"6.41";"90.66";"7";"1";"1";"9";"N";"0.27";"11.43";"0.67";"5.27";"5.27";"3";"MOL";"-1";"33";"7";"1";"1";"488.1173";"NEUTRAL";"C24H25ClN2O5S";"COC(=O)CCSCc1ccc(-c2onc(C)c2NC(=O)OC(C)c2ccccc2Cl)cc1";"HHVJBROTJWPHHX-UHFFFAOYSA-N"
"CHEMBL4303433";"";"";"Small molecule";"0";"128.13";"2";"4";"0.26";"53.60";"3";"2";"0";"2";"Y";"0.60";"13.42";"None";"-0.58";"-0.58";"1";"MOL";"-1";"9";"3";"2";"0";"128.0473";"NEUTRAL";"C6H8O3";"OCc1ccc(CO)o1";"DSLRVRBSNLHVBH-UHFFFAOYSA-N"
"CHEMBL2106646";"BUPICOMIDE";"BUPICOMIDE|NSC-329138|SCH 10595|SCH-10595";"Small molecule";"0";"178.23";"2";"4";"1.52";"55.98";"2";"1";"0";"4";"N";"0.76";"None";"2.54";"1.84";"1.84";"1";"MOL";"0";"13";"3";"2";"0";"178.1106";"NEUTRAL";"C10H14N2O";"CCCCc1ccc(C(N)=O)nc1";"VKSPIPWLHGKJQO-UHFFFAOYSA-N"
"CHEMBL3989534";"PHENOLSULPHONATE SODIUM";"PHENOLSULPHONATE SODIUM|SULPHOCARBOLATE SODIUM";"Small molecule";"0";"232.19";"2";"4";"0.64";"74.60";"3";"2";"0";"1";"N";"0.61";"-2.59";"None";"0.85";"-1.54";"1";"MOL";"0";"11";"4";"2";"0";"173.9987";"ACID";"C6H9NaO6S";"O.O.O=S(=O)([O-])c1ccc(O)cc1.[Na+]";"SXONATFNYJWFNK-UHFFFAOYSA-M"
"CHEMBL4303609";"";"";"Small molecule";"0";"484.14";"2";"4";"-2.50";"264.37";"12";"7";"2";"8";"N";"0.19";"0.90";"None";"-3.38";"-10.79";"1";"MOL";"-1";"29";"17";"7";"2";"483.9685";"ACID";"C9H15N2O15P3";"O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1";"PGAVKCOVUIYSFO-AYZDMWBASA-N"
"CHEMBL4303451";"";"";"Small molecule";"0";"524.74";"2";"4";"7.12";"74.22";"5";"1";"2";"27";"N";"0.07";"1.86";"None";"3.11";"5.13";"0";"MOL";"-1";"35";"7";"1";"2";"524.4075";"ACID";"C27H59NO6P+";"CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC";"MHFRGQHAERHWKZ-HHHXNRCGSA-O"
"CHEMBL4303656";"";"";"Small molecule";"0";"258.36";"2";"4";"1.06";"81.42";"4";"2";"0";"7";"N";"0.67";"12.72";"8.43";"1.54";"0.47";"0";"MOL";"-1";"18";"5";"3";"0";"258.1943";"NEUTRAL";"C13H26N2O3";"COC(=O)[C@H](CC(C)C)NC(=O)[C@H](N)CC(C)C";"AJMOLNFDYWTVQW-MNOVXSKESA-N"
"CHEMBL1234574";"";"";"Small molecule";"0";"284.38";"2";"4";"3.51";"44.89";"2";"2";"0";"4";"N";"0.76";"None";"None";"3.27";"3.27";"3";"MOL";"-1";"20";"3";"2";"0";"284.0983";"NEUTRAL";"C16H16N2OS";"Cc1[nH]c2ccccc2c1CCNC(=O)c1cccs1";"ACAKNPKRLPMONU-UHFFFAOYSA-N"
"CHEMBL2104786";"PANTETHINE";"D-PANTETHINE|NSC-759269|PANTETHINE";"Small molecule";"3";"554.73";"1";"1";"-1.63";"197.32";"10";"8";"2";"19";"N";"0.07";"12.38";"None";"-3.38";"-3.38";"0";"MOL";"0";"36";"12";"8";"3";"554.2444";"NEUTRAL";"C22H42N4O8S2";"CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO";"DJWYOLJPSHDSAL-ROUUACIJSA-N"
"CHEMBL2105154";"MABUPROFEN";"ALDOSPRAY ANALGESICO|MABUPROFEN";"Small molecule";"0";"249.35";"1";"1";"2.10";"49.33";"2";"2";"0";"6";"N";"0.81";"None";"None";"2.57";"2.57";"1";"MOL";"0";"18";"3";"2";"0";"249.1729";"NEUTRAL";"C15H23NO2";"CC(C)Cc1ccc(C(C)C(=O)NCCO)cc1";"JVGUNCHERKJFCM-UHFFFAOYSA-N"
"CHEMBL1231909";"";"";"Small molecule";"0";"260.38";"5";"6";"3.25";"41.13";"1";"2";"0";"5";"N";"0.78";"None";"None";"3.34";"3.34";"1";"MOL";"-1";"19";"3";"2";"0";"260.1889";"NEUTRAL";"C16H24N2O";"O=C(NCCCc1ccccc1)NC1CCCCC1";"HBTZVNKXMFGOOJ-UHFFFAOYSA-N"
"CHEMBL4297396";"L-778123";"L-778,123|L-778123";"Small molecule";"1";"442.35";"2";"4";"3.31";"65.16";"5";"0";"0";"5";"N";"0.65";"None";"6.13";"2.73";"2.71";"3";"MOL";"0";"29";"6";"0";"0";"405.1356";"NEUTRAL";"C22H21Cl2N5O";"Cl.N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1";"YNBSQYGTJLIPJS-UHFFFAOYSA-N"
"CHEMBL3348842";"";"";"Small molecule";"0";"402.67";"3";"5";"4.59";"44.29";"3";"3";"0";"3";"N";"0.65";"None";"10.89";"3.52";"-2.22";"0";"MOL";"-1";"29";"3";"3";"0";"402.3610";"BASE";"C26H46N2O";"CN[C@@H](C)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](NC)CC[C@@]45C[C@@]35CC[C@]12C";"GMNAPBAUIVITMI-ABNIRSKTSA-N"
